"OBJECTID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT_NAME","FIRE_YEAR","Month","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","FIPS_NAME"
662732,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.68611,-78.59722,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662733,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,2,"B",37.61806,-78.70639,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662734,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,0.1,"A",37.62889,-78.70084,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662735,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.68722,-78.28694,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662736,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,2,"B",37.69167,-78.51667,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662737,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,1,"B",37.4175,-78.5325,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662738,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,3,"B",37.36583,-78.52417,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662739,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,2,"B",37.36583,-78.52417,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662740,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,11,"C",37.55333,-78.325,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662741,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,0.1,"A",37.56944,-78.67056,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662742,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Natural","Natural","",NA,0.5,"B",37.62806,-78.49583,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662743,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,2,"B",37.48611,-78.67583,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662744,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,0.1,"A",37.41444,-78.51222,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662745,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,5,"B",37.45444,-78.55167,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662746,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,0.2,"A",37.62556,-78.56277,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662747,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,1,"B",37.40722,-78.46667,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662748,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.52222,-78.36111,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662749,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,0.1,"A",37.68167,-78.35278,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662750,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,0.1,"A",37.47528,-78.6825,"MISSING/NOT SPECIFIED","VA","Buckingham County"
662751,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,9,"B",37.14722,-79.325,"MISSING/NOT SPECIFIED","VA","Campbell County"
662752,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,6.4,"B",37.225,-78.99167,"MISSING/NOT SPECIFIED","VA","Campbell County"
662753,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.27472,-79.09917,"MISSING/NOT SPECIFIED","VA","Campbell County"
662754,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,4,"B",37.27472,-78.09889,"MISSING/NOT SPECIFIED","VA","Campbell County"
662755,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,1,"B",37.28278,-79.21389,"MISSING/NOT SPECIFIED","VA","Campbell County"
662756,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.37639,-79.01806,"MISSING/NOT SPECIFIED","VA","Campbell County"
662757,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.28389,-79.00027,"MISSING/NOT SPECIFIED","VA","Campbell County"
662758,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,12,"C",37.18,-79.28333,"MISSING/NOT SPECIFIED","VA","Campbell County"
662759,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,2,"B",37.26972,-79.18417,"MISSING/NOT SPECIFIED","VA","Campbell County"
662760,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,0.2,"A",37.35695,-78.16278,"MISSING/NOT SPECIFIED","VA","Campbell County"
662761,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.275,-79.16944,"MISSING/NOT SPECIFIED","VA","Campbell County"
662762,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,2,"B",37.14278,-79.125,"MISSING/NOT SPECIFIED","VA","Campbell County"
662763,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.33472,-79.25139,"MISSING/NOT SPECIFIED","VA","Campbell County"
662764,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,1,"B",37.36528,-79.1475,"MISSING/NOT SPECIFIED","VA","Campbell County"
662765,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,5,"B",37.14444,-79.29305,"MISSING/NOT SPECIFIED","VA","Campbell County"
662766,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,2,"B",37.13361,-79.13472,"MISSING/NOT SPECIFIED","VA","Campbell County"
662767,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,3,"B",37.20833,-79.11667,"MISSING/NOT SPECIFIED","VA","Campbell County"
662768,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.5,"B",37.20611,-79.00611,"MISSING/NOT SPECIFIED","VA","Campbell County"
662769,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,41,"C",37.115,-79.08806,"MISSING/NOT SPECIFIED","VA","Campbell County"
662770,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.2,"A",37.28444,-79.10667,"MISSING/NOT SPECIFIED","VA","Campbell County"
662771,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,1,"B",37.08833,-79.11083,"MISSING/NOT SPECIFIED","VA","Campbell County"
662772,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,23,"C",37.04389,-79.02194,"MISSING/NOT SPECIFIED","VA","Campbell County"
662773,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,23,"C",37.035,-79.00445,"MISSING/NOT SPECIFIED","VA","Campbell County"
662774,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,10,"C",37.04556,-78.98389,"MISSING/NOT SPECIFIED","VA","Campbell County"
662775,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,4.2,"B",37.04778,-78.98,"MISSING/NOT SPECIFIED","VA","Campbell County"
662776,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,1,"B",37.05111,-78.97361,"MISSING/NOT SPECIFIED","VA","Campbell County"
662777,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,4,"B",37.04472,-78.95889,"MISSING/NOT SPECIFIED","VA","Campbell County"
662778,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,4,"B",37.04556,-78.9625,"MISSING/NOT SPECIFIED","VA","Campbell County"
662779,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,1,"B",37.37233,-79.033,"MISSING/NOT SPECIFIED","VA","Campbell County"
662780,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,1,"B",37.12972,-79.16306,"MISSING/NOT SPECIFIED","VA","Campbell County"
662781,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.5,-79.26667,"MISSING/NOT SPECIFIED","VA","Campbell County"
662782,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.87611,-77.33972,"MISSING/NOT SPECIFIED","VA","Caroline County"
662783,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.5,"B",38.00972,-77.17333,"MISSING/NOT SPECIFIED","VA","Caroline County"
662784,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.95195,-77.58222,"MISSING/NOT SPECIFIED","VA","Caroline County"
662785,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,2.5,"B",37.99111,-77.41666,"MISSING/NOT SPECIFIED","VA","Caroline County"
662786,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.98139,-77.4075,"MISSING/NOT SPECIFIED","VA","Caroline County"
662787,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,0.1,"A",38.00778,-77.4975,"MISSING/NOT SPECIFIED","VA","Caroline County"
662788,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,2,"B",37.98555,-77.63306,"MISSING/NOT SPECIFIED","VA","Caroline County"
662789,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,3,"B",37.94,-77.44556,"MISSING/NOT SPECIFIED","VA","Caroline County"
662790,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,0.5,"B",38.05806,-77.37583,"MISSING/NOT SPECIFIED","VA","Caroline County"
662791,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.89972,-77.34222,"MISSING/NOT SPECIFIED","VA","Caroline County"
662792,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.97167,-77.57056,"MISSING/NOT SPECIFIED","VA","Caroline County"
662793,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.81778,-77.3175,"MISSING/NOT SPECIFIED","VA","Caroline County"
662794,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.92,-77.44861,"MISSING/NOT SPECIFIED","VA","Caroline County"
662795,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",38,-77.41,"MISSING/NOT SPECIFIED","VA","Caroline County"
662796,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",38.06667,-77.5,"MISSING/NOT SPECIFIED","VA","Caroline County"
662797,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.96667,-77.48333,"MISSING/NOT SPECIFIED","VA","Caroline County"
662798,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",38.1775,-77.40778,"MISSING/NOT SPECIFIED","VA","Caroline County"
662799,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",38.16555,-77.39861,"MISSING/NOT SPECIFIED","VA","Caroline County"
662800,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,13,"C",38.12333,-77.41278,"MISSING/NOT SPECIFIED","VA","Caroline County"
662801,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.94417,-77.44222,"MISSING/NOT SPECIFIED","VA","Caroline County"
662802,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",38.01972,-77.5,"MISSING/NOT SPECIFIED","VA","Caroline County"
662803,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.93333,-77.5,"MISSING/NOT SPECIFIED","VA","Caroline County"
662804,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",37.96667,-77.25,"MISSING/NOT SPECIFIED","VA","Caroline County"
662805,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,1,"B",37.9,-77.46667,"MISSING/NOT SPECIFIED","VA","Caroline County"
662806,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,1.5,"B",38.03333,-77.36667,"MISSING/NOT SPECIFIED","VA","Caroline County"
662807,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.5,"B",37.97528,-77.49194,"MISSING/NOT SPECIFIED","VA","Caroline County"
662808,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.94917,-77.48028,"MISSING/NOT SPECIFIED","VA","Caroline County"
662809,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",38.08167,-77.41,"MISSING/NOT SPECIFIED","VA","Caroline County"
662810,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.94,-77.46667,"MISSING/NOT SPECIFIED","VA","Caroline County"
662811,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Recreation and ceremony","",NA,0.5,"B",37.99306,-77.08222,"MISSING/NOT SPECIFIED","VA","Caroline County"
662812,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.3,"B",38.02083,-77.42278,"MISSING/NOT SPECIFIED","VA","Caroline County"
662813,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,1,"B",37.90694,-77.47556,"MISSING/NOT SPECIFIED","VA","Caroline County"
662814,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,1,"B",37.99611,-77.49333,"MISSING/NOT SPECIFIED","VA","Caroline County"
662815,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Arson/incendiarism","",NA,1,"B",38.05167,-77.48528,"MISSING/NOT SPECIFIED","VA","Caroline County"
662816,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,0.1,"A",38.02917,-77.37083,"MISSING/NOT SPECIFIED","VA","Caroline County"
662817,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.97778,-77.42167,"MISSING/NOT SPECIFIED","VA","Caroline County"
662818,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",38.00444,-77.33028,"MISSING/NOT SPECIFIED","VA","Caroline County"
662819,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.3,"B",38.10583,-77.51806,"MISSING/NOT SPECIFIED","VA","Caroline County"
662820,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.1,"A",37.83083,-77.32722,"MISSING/NOT SPECIFIED","VA","Caroline County"
662821,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",37.88945,-77.42223,"MISSING/NOT SPECIFIED","VA","Caroline County"
662822,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,1,"B",38.11972,-77.49389,"MISSING/NOT SPECIFIED","VA","Caroline County"
662823,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.5,"B",37.94333,-77.47639,"MISSING/NOT SPECIFIED","VA","Caroline County"
662824,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,0.3,"B",38.03333,-77.51694,"MISSING/NOT SPECIFIED","VA","Caroline County"
662825,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,2,"B",37.3125,-77.56333,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662826,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,2,"B",37.33639,-77.40417,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662827,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,0.5,"B",37.42722,-77.69695,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662828,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Misuse of fire by a minor","Minor",NA,1,"B",37.47889,-77.53584,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662829,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.5,"B",37.35,-77.46028,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662830,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.39528,-77.60611,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662831,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,25,"C",37.50945,-77.66306,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662832,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Smoking","",NA,0.2,"A",37.44472,-77.47667,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662833,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,2,"B",37.41306,-77.71194,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662834,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Natural","Natural","",NA,1,"B",37.2575,-77.49944,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662835,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,1,"B",37.39944,-77.54056,"MISSING/NOT SPECIFIED","VA","Chesterfield County"
662836,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.3,"B",37.12695,-78.57222,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662837,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",37.92528,-78.57917,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662838,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.01611,-78.58,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662839,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.18444,-78.80444,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662840,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,1,"B",37.085,-78.60361,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662841,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.5,"B",37.03,-78.66944,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662842,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.22445,-78.74333,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662843,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.1,"A",37.16639,-78.72361,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662844,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",37.06861,-78.78167,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662845,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.2,"A",36.98528,-78.495,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662846,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",37.05861,-78.44889,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662847,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.2,"A",36.96639,-78.53584,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662848,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,45,"C",36.97917,-78.56973,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662849,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,9.5,"B",36.96,-78.67416,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662850,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,9,"B",36.88194,-78.62945,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662851,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Missing data/not specified/undetermined","",NA,0.6,"B",37.10167,-78.57944,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662852,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Natural","Natural","",NA,3.5,"B",36.90722,-78.62167,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662853,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November",NA,"Missing data/not specified/undetermined","",NA,0.5,"B",36.795,-78.63778,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662854,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.1,"A",36.97389,-78.61472,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662855,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.5,"B",36.96583,-78.66583,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662856,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Railroad operations and maintenance","",NA,0.7,"B",37.12333,-78.59167,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662857,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Equipment and vehicle use","",NA,2.8,"B",37.16833,-78.64333,"MISSING/NOT SPECIFIED","VA","Charlotte County"
662858,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"November","Human","Debris and open burning","",NA,0.7,"B",36.95639,-78.59084,"MISSING/NOT SPECIFIED","VA","Charlotte County"
